event_id,user_id,course_id,skill_id,event_type,completion_pct,score,occurred_at
evt_000722,user_0201,course_016,rest_apis,completed,98.7,71.8,2026-03-10
evt_000723,user_0201,course_017,databases_basics,completed,87.7,81.3,2026-03-13
evt_000724,user_0201,course_032,system_design,completed,91.7,75.7,2026-03-25
evt_000725,user_0201,course_033,backend_frameworks,dropped,31.8,,2026-03-01
evt_000726,user_0202,course_008,html_css_basics,completed,94.1,67.1,2026-01-10
evt_000727,user_0202,course_020,javascript_basics,completed,86.2,74.0,2026-01-18
evt_000728,user_0202,course_030,react_basics,completed,97.3,48.5,2026-01-28
evt_000729,user_0202,course_039,state_management,completed,87.2,37.1,2026-02-11
evt_000730,user_0202,course_042,frontend_testing,completed,85.7,62.1,2026-02-17
evt_000731,user_0203,course_002,python_basics,completed,95.5,72.2,2026-01-22
evt_000732,user_0203,course_006,sql_basics,completed,99.0,41.1,2026-02-06
evt_000733,user_0203,course_016,rest_apis,completed,96.4,89.8,2026-02-13
evt_000734,user_0203,course_018,databases_basics,dropped,35.1,,2026-02-16
evt_000735,user_0203,course_032,system_design,completed,88.1,38.8,2026-02-25
evt_000736,user_0203,course_033,backend_frameworks,completed,94.1,86.2,2026-03-05
evt_000737,user_0204,course_002,python_basics,completed,99.9,58.0,2026-02-23
evt_000738,user_0204,course_014,statistics,completed,92.5,87.5,2026-02-04
evt_000739,user_0205,course_001,python_basics,dropped,21.3,,2026-01-16
evt_000740,user_0205,course_009,docker_basics,completed,91.2,38.0,2026-01-01
evt_000741,user_0205,course_013,statistics,completed,95.4,51.5,2026-01-02
evt_000742,user_0205,course_024,cloud_aws_basics,completed,96.5,42.4,2026-02-11
evt_000743,user_0205,course_026,data_wrangling,completed,99.4,89.1,2026-02-23
evt_000744,user_0205,course_038,machine_learning,completed,92.1,37.3,2026-03-06
evt_000745,user_0205,course_047,mlops_basics,completed,98.0,93.2,2026-03-17
evt_000746,user_0206,course_008,html_css_basics,dropped,23.2,,2026-02-14
evt_000747,user_0206,course_020,javascript_basics,completed,88.1,79.6,2026-02-23
evt_000748,user_0206,course_030,react_basics,completed,89.2,37.0,2026-02-25
evt_000749,user_0207,course_007,html_css_basics,completed,87.8,42.6,2026-02-23
evt_000750,user_0207,course_020,javascript_basics,completed,95.6,52.6,2026-03-07
evt_000751,user_0207,course_029,react_basics,completed,99.3,49.0,2026-03-13
evt_000752,user_0207,course_039,state_management,completed,96.7,94.4,2026-03-19
evt_000753,user_0207,course_041,frontend_testing,completed,92.5,47.4,2026-03-04
evt_000754,user_0208,course_008,html_css_basics,completed,96.5,41.4,2026-03-17
evt_000755,user_0209,course_001,python_basics,completed,91.9,81.4,2026-02-10
evt_000756,user_0209,course_005,sql_basics,completed,95.3,73.6,2026-02-15
evt_000757,user_0209,course_016,rest_apis,dropped,31.8,,2026-02-16
evt_000758,user_0209,course_017,databases_basics,completed,94.6,48.6,2026-02-26
evt_000759,user_0209,course_032,system_design,completed,96.6,78.6,2026-02-03
evt_000760,user_0209,course_033,backend_frameworks,dropped,38.5,,2026-03-08
evt_000761,user_0210,course_001,python_basics,completed,89.8,44.2,2026-02-17
evt_000762,user_0210,course_006,sql_basics,completed,86.1,74.9,2026-02-27
evt_000763,user_0210,course_016,rest_apis,dropped,21.5,,2026-02-28
evt_000764,user_0210,course_017,databases_basics,dropped,19.9,,2026-03-07
evt_000765,user_0210,course_032,system_design,completed,90.0,47.9,2026-03-17
evt_000766,user_0210,course_033,backend_frameworks,completed,93.5,41.0,2026-03-02
evt_000767,user_0212,course_008,html_css_basics,completed,96.5,65.6,2026-02-13
evt_000768,user_0214,course_008,html_css_basics,completed,98.8,56.5,2026-02-19
evt_000769,user_0215,course_001,python_basics,completed,90.3,65.0,2026-01-23
evt_000770,user_0215,course_014,statistics,completed,92.6,61.4,2026-02-05
evt_000771,user_0215,course_025,data_wrangling,completed,86.1,54.6,2026-02-11
evt_000772,user_0215,course_036,data_visualization,completed,93.2,98.3,2026-02-15
evt_000773,user_0215,course_038,machine_learning,completed,93.9,86.0,2026-02-19
evt_000774,user_0216,course_008,html_css_basics,completed,87.6,78.5,2026-02-09
evt_000775,user_0216,course_020,javascript_basics,completed,91.9,71.1,2026-02-11
evt_000776,user_0216,course_029,react_basics,completed,86.0,42.1,2026-02-16
evt_000777,user_0216,course_040,state_management,completed,94.9,40.9,2026-02-22
evt_000778,user_0216,course_041,frontend_testing,dropped,10.2,,2026-03-07
evt_000779,user_0217,course_002,python_basics,completed,98.2,54.5,2026-02-11
evt_000780,user_0217,course_006,sql_basics,completed,98.7,99.4,2026-02-18
evt_000781,user_0217,course_016,rest_apis,dropped,15.3,,2026-02-04
evt_000782,user_0217,course_017,databases_basics,completed,97.3,58.4,2026-03-05
evt_000783,user_0218,course_002,python_basics,completed,94.4,81.3,2026-03-12
evt_000784,user_0218,course_006,sql_basics,completed,87.6,44.0,2026-03-21
evt_000785,user_0218,course_016,rest_apis,completed,89.3,91.7,2026-04-07
evt_000786,user_0218,course_017,databases_basics,completed,87.2,92.5,2026-04-09
evt_000787,user_0218,course_031,system_design,dropped,33.2,,2026-04-11
evt_000788,user_0219,course_002,python_basics,completed,92.6,70.9,2026-03-12
evt_000789,user_0219,course_006,sql_basics,completed,94.1,72.6,2026-03-16
evt_000790,user_0219,course_015,rest_apis,completed,91.2,70.5,2026-03-28
evt_000791,user_0219,course_017,databases_basics,completed,90.5,72.7,2026-04-10
evt_000792,user_0220,course_002,python_basics,completed,92.9,74.7,2026-01-14
evt_000793,user_0220,course_005,sql_basics,completed,97.0,55.3,2026-01-25
evt_000794,user_0220,course_016,rest_apis,completed,92.0,68.3,2026-02-06
evt_000795,user_0220,course_018,databases_basics,completed,99.7,54.2,2026-02-13
evt_000796,user_0220,course_032,system_design,completed,88.9,75.9,2026-02-25
evt_000797,user_0220,course_033,backend_frameworks,completed,97.1,75.6,2026-03-08
evt_000798,user_0221,course_007,html_css_basics,dropped,32.4,,2026-01-28
evt_000799,user_0221,course_020,javascript_basics,completed,85.2,42.3,2026-02-05
evt_000800,user_0221,course_029,react_basics,completed,97.1,52.0,2026-02-16
evt_000801,user_0221,course_040,state_management,completed,97.9,57.3,2026-02-19
evt_000802,user_0221,course_041,frontend_testing,completed,87.3,67.2,2026-02-01
evt_000803,user_0222,course_001,python_basics,completed,94.6,48.7,2026-02-10
evt_000804,user_0222,course_006,sql_basics,completed,96.3,42.5,2026-02-11
evt_000805,user_0222,course_016,rest_apis,completed,96.2,83.9,2026-02-19
evt_000806,user_0222,course_018,databases_basics,completed,92.1,44.4,2026-02-02
evt_000807,user_0223,course_002,python_basics,completed,99.4,79.4,2026-01-08
evt_000808,user_0223,course_010,docker_basics,completed,98.8,90.8,2026-01-22
evt_000809,user_0223,course_014,statistics,dropped,27.9,,2026-02-07
evt_000810,user_0223,course_023,cloud_aws_basics,completed,96.6,68.8,2026-02-19
evt_000811,user_0223,course_025,data_wrangling,completed,95.1,89.1,2026-02-25
evt_000812,user_0223,course_037,machine_learning,dropped,20.6,,2026-03-06
evt_000813,user_0223,course_048,mlops_basics,completed,85.4,41.0,2026-03-11
evt_000814,user_0224,course_001,python_basics,completed,95.6,42.8,2026-03-15
evt_000815,user_0225,course_007,html_css_basics,completed,88.8,65.4,2026-01-11
evt_000816,user_0226,course_002,python_basics,completed,98.6,85.0,2026-02-26
evt_000817,user_0226,course_005,sql_basics,dropped,32.2,,2026-03-11
evt_000818,user_0226,course_016,rest_apis,completed,97.2,46.6,2026-03-12
evt_000819,user_0226,course_017,databases_basics,completed,94.7,42.0,2026-03-22
evt_000820,user_0226,course_032,system_design,completed,86.6,63.7,2026-03-26
evt_000821,user_0226,course_033,backend_frameworks,dropped,30.5,,2026-03-28
evt_000822,user_0227,course_002,python_basics,completed,85.0,37.5,2026-02-25
evt_000823,user_0227,course_005,sql_basics,completed,90.9,35.2,2026-03-09
evt_000824,user_0227,course_016,rest_apis,completed,97.7,85.8,2026-03-17
evt_000825,user_0227,course_017,databases_basics,completed,95.3,85.7,2026-03-18
evt_000826,user_0227,course_032,system_design,completed,91.0,76.1,2026-03-24
evt_000827,user_0228,course_002,python_basics,completed,96.4,53.8,2026-01-08
evt_000828,user_0228,course_009,docker_basics,completed,89.5,60.4,2026-01-15
evt_000829,user_0228,course_014,statistics,dropped,27.1,,2026-01-23
evt_000830,user_0228,course_023,cloud_aws_basics,completed,95.8,73.5,2026-01-24
evt_000831,user_0228,course_025,data_wrangling,completed,89.6,69.7,2026-02-09
evt_000832,user_0228,course_038,machine_learning,dropped,7.0,,2026-02-10
evt_000833,user_0228,course_047,mlops_basics,dropped,33.2,,2026-02-17
evt_000834,user_0229,course_001,python_basics,completed,98.9,37.4,2026-02-27
evt_000835,user_0229,course_009,docker_basics,completed,94.3,50.8,2026-03-07
evt_000836,user_0229,course_013,statistics,completed,98.6,88.3,2026-03-10
evt_000837,user_0229,course_023,cloud_aws_basics,completed,97.3,41.9,2026-03-24
evt_000838,user_0229,course_025,data_wrangling,completed,91.4,87.7,2026-03-26
evt_000839,user_0230,course_001,python_basics,completed,87.1,89.4,2026-02-27
evt_000840,user_0230,course_013,statistics,completed,85.9,52.8,2026-03-09
evt_000841,user_0230,course_025,data_wrangling,completed,87.5,50.8,2026-03-21
evt_000842,user_0230,course_035,data_visualization,completed,94.5,59.4,2026-03-23
evt_000843,user_0230,course_038,machine_learning,dropped,11.3,,2026-03-25
evt_000844,user_0231,course_002,python_basics,completed,96.9,65.9,2026-01-13
evt_000845,user_0231,course_009,docker_basics,completed,91.8,50.6,2026-01-24
evt_000846,user_0231,course_013,statistics,completed,92.5,96.8,2026-02-06
evt_000847,user_0231,course_024,cloud_aws_basics,completed,93.4,47.5,2026-02-12
evt_000848,user_0232,course_001,python_basics,completed,94.9,53.0,2026-01-15
evt_000849,user_0232,course_013,statistics,completed,98.7,67.3,2026-01-26
evt_000850,user_0232,course_025,data_wrangling,completed,89.3,63.3,2026-01-27
evt_000851,user_0232,course_036,data_visualization,dropped,6.8,,2026-01-28
evt_000852,user_0232,course_037,machine_learning,dropped,23.0,,2026-02-13
evt_000853,user_0234,course_008,html_css_basics,completed,95.2,56.2,2026-02-26
evt_000854,user_0234,course_020,javascript_basics,dropped,30.8,,2026-02-02
evt_000855,user_0236,course_002,python_basics,completed,87.2,95.3,2026-01-06
evt_000856,user_0236,course_014,statistics,dropped,30.2,,2026-01-12
evt_000857,user_0236,course_026,data_wrangling,completed,85.5,72.0,2026-01-16
evt_000858,user_0236,course_035,data_visualization,completed,91.3,84.4,2026-01-02
evt_000859,user_0236,course_038,machine_learning,completed,96.9,96.9,2026-02-12
evt_000860,user_0237,course_007,html_css_basics,completed,92.8,91.0,2026-02-04
evt_000861,user_0237,course_020,javascript_basics,completed,85.2,62.8,2026-03-18
evt_000862,user_0238,course_001,python_basics,completed,98.7,93.4,2026-01-26
evt_000863,user_0238,course_013,statistics,completed,96.0,67.8,2026-01-27
evt_000864,user_0238,course_026,data_wrangling,completed,95.4,41.4,2026-02-07
evt_000865,user_0238,course_035,data_visualization,completed,95.4,61.4,2026-02-16
evt_000866,user_0238,course_038,machine_learning,completed,100.0,36.0,2026-02-21
evt_000867,user_0239,course_002,python_basics,completed,93.8,98.5,2026-02-01
evt_000868,user_0239,course_005,sql_basics,completed,87.8,91.7,2026-03-15
evt_000869,user_0239,course_015,rest_apis,completed,90.8,79.9,2026-03-01
evt_000870,user_0239,course_018,databases_basics,completed,95.5,74.8,2026-04-08
evt_000871,user_0239,course_031,system_design,completed,94.3,56.8,2026-04-21
evt_000872,user_0241,course_001,python_basics,completed,92.0,37.7,2026-02-18
evt_000873,user_0241,course_009,docker_basics,completed,88.1,98.8,2026-02-27
evt_000874,user_0241,course_013,statistics,completed,99.1,72.7,2026-03-10
evt_000875,user_0242,course_007,html_css_basics,completed,89.0,79.2,2026-01-20
evt_000876,user_0242,course_019,javascript_basics,completed,92.3,69.2,2026-01-26
evt_000877,user_0242,course_030,react_basics,completed,97.0,96.4,2026-02-06
evt_000878,user_0242,course_039,state_management,completed,91.9,40.2,2026-02-10
evt_000879,user_0244,course_002,python_basics,completed,92.4,91.9,2026-01-07
evt_000880,user_0244,course_013,statistics,completed,95.2,95.6,2026-01-12
evt_000881,user_0244,course_026,data_wrangling,completed,85.3,47.3,2026-01-20
evt_000882,user_0244,course_035,data_visualization,completed,94.7,61.8,2026-02-06
evt_000883,user_0244,course_038,machine_learning,completed,95.5,89.7,2026-02-14
evt_000884,user_0245,course_001,python_basics,completed,96.8,49.7,2026-02-14
evt_000885,user_0245,course_014,statistics,completed,87.2,53.5,2026-02-27
evt_000886,user_0247,course_001,python_basics,completed,95.4,78.3,2026-02-21
evt_000887,user_0247,course_013,statistics,dropped,16.1,,2026-02-23
evt_000888,user_0247,course_026,data_wrangling,completed,93.4,37.3,2026-02-01
evt_000889,user_0247,course_036,data_visualization,completed,93.1,45.6,2026-02-04
evt_000890,user_0247,course_037,machine_learning,completed,96.5,96.6,2026-03-11
evt_000891,user_0248,course_001,python_basics,completed,92.6,77.1,2026-03-16
evt_000892,user_0248,course_010,docker_basics,completed,93.6,44.6,2026-03-01
evt_000893,user_0248,course_014,statistics,completed,96.0,93.5,2026-04-07
evt_000894,user_0248,course_023,cloud_aws_basics,dropped,26.6,,2026-04-12
evt_000895,user_0248,course_026,data_wrangling,completed,94.1,47.7,2026-04-14
evt_000896,user_0248,course_038,machine_learning,dropped,23.8,,2026-04-18
evt_000897,user_0248,course_047,mlops_basics,completed,92.4,74.2,2026-04-27
evt_000898,user_0250,course_008,html_css_basics,completed,91.4,60.1,2026-03-06
evt_000899,user_0250,course_020,javascript_basics,completed,91.7,71.5,2026-03-12
evt_000900,user_0250,course_030,react_basics,completed,97.1,53.8,2026-03-24
evt_000901,user_0250,course_040,state_management,completed,87.1,73.2,2026-04-08
evt_000902,user_0250,course_041,frontend_testing,completed,98.0,99.1,2026-04-13
evt_000903,user_0252,course_001,python_basics,completed,98.7,61.9,2026-02-11
evt_000904,user_0252,course_009,docker_basics,completed,90.7,71.0,2026-02-15
evt_000905,user_0252,course_014,statistics,completed,92.4,83.1,2026-02-01
evt_000906,user_0252,course_023,cloud_aws_basics,completed,99.3,89.2,2026-02-04
evt_000907,user_0252,course_026,data_wrangling,completed,98.6,76.9,2026-03-11
evt_000908,user_0252,course_038,machine_learning,completed,86.0,83.5,2026-03-19
evt_000909,user_0252,course_048,mlops_basics,completed,95.3,98.3,2026-03-05
evt_000910,user_0253,course_001,python_basics,completed,93.7,44.5,2026-03-11
evt_000911,user_0253,course_005,sql_basics,completed,89.1,62.3,2026-03-17
evt_000912,user_0254,course_002,python_basics,completed,86.2,47.6,2026-02-04
evt_000913,user_0254,course_013,statistics,completed,93.2,91.7,2026-02-14
evt_000914,user_0254,course_026,data_wrangling,completed,95.3,41.2,2026-02-19
evt_000915,user_0254,course_035,data_visualization,dropped,14.8,,2026-02-20
evt_000916,user_0254,course_038,machine_learning,completed,87.4,49.2,2026-02-26
evt_000917,user_0255,course_001,python_basics,completed,94.2,89.0,2026-02-18
evt_000918,user_0255,course_005,sql_basics,completed,86.1,88.2,2026-02-25
evt_000919,user_0256,course_002,python_basics,completed,98.3,73.8,2026-02-06
evt_000920,user_0256,course_010,docker_basics,completed,85.4,87.9,2026-02-09
evt_000921,user_0256,course_013,statistics,completed,86.9,43.5,2026-02-21
evt_000922,user_0256,course_023,cloud_aws_basics,dropped,21.9,,2026-02-23
evt_000923,user_0256,course_025,data_wrangling,dropped,28.1,,2026-02-25
evt_000924,user_0256,course_038,machine_learning,completed,85.6,54.6,2026-02-27
evt_000925,user_0256,course_047,mlops_basics,dropped,26.1,,2026-03-12
evt_000926,user_0258,course_001,python_basics,dropped,31.1,,2026-01-14
evt_000927,user_0258,course_006,sql_basics,completed,92.5,82.4,2026-01-20
evt_000928,user_0258,course_015,rest_apis,completed,96.4,69.4,2026-01-22
evt_000929,user_0258,course_018,databases_basics,completed,93.1,98.3,2026-01-25
evt_000930,user_0258,course_031,system_design,completed,92.1,80.4,2026-02-06
evt_000931,user_0258,course_033,backend_frameworks,completed,99.7,62.6,2026-02-09
evt_000932,user_0259,course_001,python_basics,completed,86.9,42.2,2026-02-18
evt_000933,user_0259,course_014,statistics,completed,95.8,40.3,2026-02-02
evt_000934,user_0259,course_026,data_wrangling,completed,96.0,79.7,2026-03-07
evt_000935,user_0259,course_035,data_visualization,completed,99.8,62.8,2026-03-16
evt_000936,user_0260,course_002,python_basics,completed,85.2,78.8,2026-03-13
evt_000937,user_0260,course_006,sql_basics,completed,95.1,42.7,2026-03-21
evt_000938,user_0260,course_015,rest_apis,completed,99.7,39.2,2026-03-05
evt_000939,user_0261,course_008,html_css_basics,completed,91.4,67.4,2026-01-24
evt_000940,user_0261,course_020,javascript_basics,completed,94.7,61.0,2026-02-09
evt_000941,user_0261,course_030,react_basics,completed,87.2,64.6,2026-02-17
evt_000942,user_0261,course_040,state_management,completed,99.1,36.9,2026-02-25
evt_000943,user_0261,course_041,frontend_testing,completed,99.6,59.9,2026-03-05
evt_000944,user_0262,course_008,html_css_basics,completed,96.4,78.0,2026-02-26
evt_000945,user_0262,course_020,javascript_basics,completed,89.4,67.4,2026-03-11
evt_000946,user_0262,course_030,react_basics,completed,93.2,96.9,2026-03-24
evt_000947,user_0262,course_040,state_management,completed,89.7,59.5,2026-03-26
evt_000948,user_0262,course_041,frontend_testing,completed,97.9,54.7,2026-03-01
evt_000949,user_0263,course_008,html_css_basics,completed,90.8,84.7,2026-02-21
evt_000950,user_0263,course_020,javascript_basics,completed,93.1,65.5,2026-02-04
evt_000951,user_0263,course_029,react_basics,dropped,14.2,,2026-03-13
evt_000952,user_0263,course_040,state_management,completed,96.5,53.5,2026-03-23
evt_000953,user_0263,course_041,frontend_testing,completed,90.2,83.2,2026-03-26
evt_000954,user_0264,course_002,python_basics,dropped,17.1,,2026-01-09
evt_000955,user_0264,course_014,statistics,completed,88.7,77.1,2026-01-10
evt_000956,user_0264,course_025,data_wrangling,completed,90.1,36.3,2026-01-24
evt_000957,user_0264,course_036,data_visualization,completed,93.5,93.6,2026-02-07
evt_000958,user_0264,course_038,machine_learning,dropped,16.1,,2026-02-17
evt_000959,user_0265,course_001,python_basics,completed,95.4,48.4,2026-02-22
evt_000960,user_0265,course_006,sql_basics,completed,90.5,63.3,2026-02-25
evt_000961,user_0265,course_015,rest_apis,completed,88.2,52.2,2026-03-11
evt_000962,user_0265,course_018,databases_basics,completed,96.1,41.0,2026-03-24
evt_000963,user_0265,course_031,system_design,completed,86.0,87.1,2026-03-06
evt_000964,user_0265,course_033,backend_frameworks,completed,94.8,54.6,2026-04-12
evt_000965,user_0266,course_002,python_basics,completed,88.8,68.5,2026-02-28
evt_000966,user_0266,course_013,statistics,completed,92.7,47.1,2026-02-01
evt_000967,user_0266,course_026,data_wrangling,completed,93.0,74.9,2026-03-06
evt_000968,user_0266,course_036,data_visualization,completed,85.9,48.0,2026-03-16
evt_000969,user_0266,course_037,machine_learning,completed,96.5,89.9,2026-03-19
evt_000970,user_0267,course_001,python_basics,completed,91.2,88.5,2026-02-10
evt_000971,user_0267,course_014,statistics,completed,91.1,42.4,2026-02-21
evt_000972,user_0267,course_025,data_wrangling,completed,92.0,71.4,2026-03-06
evt_000973,user_0267,course_035,data_visualization,completed,87.0,51.8,2026-03-10
evt_000974,user_0267,course_037,machine_learning,completed,99.5,66.6,2026-03-21
evt_000975,user_0268,course_001,python_basics,completed,98.0,93.5,2026-01-08
evt_000976,user_0268,course_014,statistics,completed,86.4,96.3,2026-01-19
evt_000977,user_0268,course_025,data_wrangling,dropped,30.7,,2026-01-23
evt_000978,user_0269,course_008,html_css_basics,completed,88.6,42.9,2026-02-14
evt_000979,user_0269,course_020,javascript_basics,completed,90.8,83.6,2026-02-28
evt_000980,user_0269,course_030,react_basics,dropped,11.1,,2026-02-04
evt_000981,user_0270,course_007,html_css_basics,completed,95.5,42.3,2026-02-09
evt_000982,user_0270,course_020,javascript_basics,completed,89.2,86.0,2026-02-20
evt_000983,user_0270,course_030,react_basics,completed,89.6,77.0,2026-02-04
evt_000984,user_0271,course_001,python_basics,completed,95.1,51.4,2026-01-15
evt_000985,user_0271,course_014,statistics,completed,93.0,50.4,2026-01-28
evt_000986,user_0271,course_025,data_wrangling,completed,98.8,54.6,2026-02-07
evt_000987,user_0272,course_007,html_css_basics,completed,98.7,76.0,2026-03-07
evt_000988,user_0273,course_001,python_basics,completed,97.3,96.1,2026-02-27
evt_000989,user_0273,course_014,statistics,completed,91.3,94.7,2026-03-13
evt_000990,user_0273,course_025,data_wrangling,completed,86.0,62.4,2026-03-25
evt_000991,user_0273,course_036,data_visualization,completed,96.4,76.7,2026-03-05
evt_000992,user_0273,course_038,machine_learning,completed,85.0,48.0,2026-04-18
evt_000993,user_0274,course_007,html_css_basics,completed,92.7,98.0,2026-01-22
evt_000994,user_0274,course_019,javascript_basics,completed,91.2,96.1,2026-02-08
evt_000995,user_0274,course_029,react_basics,completed,93.9,56.3,2026-02-13
evt_000996,user_0274,course_039,state_management,completed,90.9,59.5,2026-02-20
evt_000997,user_0274,course_041,frontend_testing,completed,98.8,77.1,2026-02-21
evt_000998,user_0275,course_001,python_basics,completed,95.5,46.0,2026-02-21
evt_000999,user_0275,course_006,sql_basics,completed,86.3,58.9,2026-02-03
evt_001000,user_0276,course_002,python_basics,completed,91.8,78.8,2026-01-21
evt_001001,user_0276,course_013,statistics,completed,97.2,52.3,2026-01-25
evt_001002,user_0276,course_026,data_wrangling,completed,88.1,49.0,2026-01-28
evt_001003,user_0276,course_035,data_visualization,completed,96.9,36.9,2026-02-07
evt_001004,user_0277,course_001,python_basics,completed,94.7,40.6,2026-01-22
evt_001005,user_0277,course_006,sql_basics,completed,88.2,59.9,2026-02-06
evt_001006,user_0277,course_016,rest_apis,dropped,7.1,,2026-02-08
evt_001007,user_0277,course_017,databases_basics,completed,100.0,96.1,2026-02-16
evt_001008,user_0278,course_001,python_basics,completed,94.3,54.7,2026-02-12
evt_001009,user_0278,course_014,statistics,completed,93.4,72.7,2026-02-15
evt_001010,user_0278,course_026,data_wrangling,completed,87.0,55.6,2026-02-21
evt_001011,user_0278,course_035,data_visualization,dropped,6.5,,2026-02-26
evt_001012,user_0278,course_038,machine_learning,completed,91.5,93.7,2026-03-10
evt_001013,user_0279,course_002,python_basics,completed,98.4,55.5,2026-01-26
evt_001014,user_0282,course_008,html_css_basics,completed,85.8,46.9,2026-02-16
evt_001015,user_0282,course_019,javascript_basics,completed,86.7,93.2,2026-02-28
evt_001016,user_0282,course_030,react_basics,completed,93.4,64.8,2026-03-06
evt_001017,user_0282,course_039,state_management,completed,88.1,53.5,2026-03-08
evt_001018,user_0282,course_042,frontend_testing,completed,93.8,72.9,2026-03-18
evt_001019,user_0283,course_001,python_basics,completed,88.7,67.4,2026-01-08
evt_001020,user_0283,course_014,statistics,completed,99.7,42.9,2026-01-09
evt_001021,user_0283,course_025,data_wrangling,completed,85.4,64.9,2026-01-23
evt_001022,user_0283,course_036,data_visualization,completed,89.0,77.8,2026-02-03
evt_001023,user_0283,course_037,machine_learning,completed,91.8,96.6,2026-02-14
evt_001024,user_0285,course_007,html_css_basics,dropped,27.5,,2026-03-10
evt_001025,user_0285,course_019,javascript_basics,dropped,38.3,,2026-03-22
evt_001026,user_0285,course_030,react_basics,completed,99.5,91.3,2026-03-27
evt_001027,user_0285,course_039,state_management,completed,91.0,77.1,2026-03-02
evt_001028,user_0286,course_002,python_basics,completed,97.1,55.2,2026-01-23
evt_001029,user_0286,course_009,docker_basics,completed,97.5,68.3,2026-01-01
evt_001030,user_0286,course_014,statistics,completed,94.0,40.9,2026-02-09
evt_001031,user_0286,course_024,cloud_aws_basics,completed,94.5,41.0,2026-02-19
evt_001032,user_0286,course_026,data_wrangling,completed,95.3,45.1,2026-02-02
evt_001033,user_0286,course_037,machine_learning,completed,86.2,87.1,2026-03-07
evt_001034,user_0286,course_047,mlops_basics,completed,97.6,69.0,2026-03-18
evt_001035,user_0287,course_001,python_basics,completed,92.7,61.8,2026-01-20
evt_001036,user_0287,course_006,sql_basics,completed,86.2,67.7,2026-01-26
evt_001037,user_0287,course_016,rest_apis,completed,97.6,37.9,2026-01-01
evt_001038,user_0287,course_018,databases_basics,completed,91.8,78.6,2026-02-07
evt_001039,user_0287,course_032,system_design,completed,98.1,47.2,2026-02-13
evt_001040,user_0287,course_034,backend_frameworks,completed,91.5,36.2,2026-02-27
evt_001041,user_0288,course_007,html_css_basics,completed,95.4,91.5,2026-02-09
evt_001042,user_0289,course_002,python_basics,completed,94.3,79.9,2026-02-21
evt_001043,user_0290,course_002,python_basics,dropped,5.5,,2026-02-18
evt_001044,user_0290,course_009,docker_basics,completed,97.9,48.6,2026-02-02
evt_001045,user_0290,course_013,statistics,completed,97.9,70.0,2026-03-09
evt_001046,user_0290,course_024,cloud_aws_basics,completed,85.3,45.8,2026-03-12
evt_001047,user_0290,course_026,data_wrangling,completed,97.9,73.0,2026-03-20
evt_001048,user_0290,course_038,machine_learning,completed,86.5,90.1,2026-03-21
evt_001049,user_0290,course_048,mlops_basics,completed,93.7,82.5,2026-04-07
evt_001050,user_0291,course_002,python_basics,completed,95.9,95.8,2026-01-27
evt_001051,user_0292,course_001,python_basics,dropped,25.2,,2026-03-09
evt_001052,user_0292,course_006,sql_basics,completed,92.1,67.2,2026-03-20
evt_001053,user_0293,course_008,html_css_basics,completed,95.9,65.5,2026-01-24
evt_001054,user_0293,course_019,javascript_basics,completed,90.1,74.1,2026-02-06
evt_001055,user_0293,course_030,react_basics,completed,95.8,60.4,2026-02-09
evt_001056,user_0293,course_040,state_management,completed,99.6,45.5,2026-02-22
evt_001057,user_0293,course_041,frontend_testing,completed,87.6,45.2,2026-03-05
evt_001058,user_0294,course_002,python_basics,completed,88.1,38.1,2026-02-12
evt_001059,user_0294,course_010,docker_basics,completed,87.6,90.9,2026-02-18
evt_001060,user_0294,course_013,statistics,completed,94.3,42.8,2026-02-24
evt_001061,user_0294,course_024,cloud_aws_basics,completed,96.5,85.1,2026-02-02
evt_001062,user_0294,course_025,data_wrangling,completed,92.7,78.5,2026-03-16
evt_001063,user_0294,course_038,machine_learning,completed,97.6,42.2,2026-03-01
evt_001064,user_0294,course_047,mlops_basics,completed,92.6,45.9,2026-04-15
evt_001065,user_0296,course_008,html_css_basics,completed,92.6,82.6,2026-03-15
evt_001066,user_0296,course_020,javascript_basics,completed,86.8,48.1,2026-03-21
evt_001067,user_0297,course_001,python_basics,completed,90.1,67.8,2026-03-08
evt_001068,user_0297,course_006,sql_basics,completed,90.4,78.2,2026-03-20
evt_001069,user_0297,course_016,rest_apis,completed,97.0,61.9,2026-03-05
evt_001070,user_0297,course_018,databases_basics,completed,95.2,96.3,2026-04-19
evt_001071,user_0297,course_031,system_design,completed,99.2,40.5,2026-04-03
evt_001072,user_0297,course_033,backend_frameworks,dropped,31.6,,2026-05-10
